"ensembl_gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"strand"	"gene_biotype"	"2_401_Inp_10_11_S1"	"2_567_Elu_10_16_S8"	"3_401_Sup_10_11_S2"	"4_401_Elu_10_11_S3"	"4_624_Elu_10_16_S9"	"6_401_Inp_10_12_S4"	"6_567_Elu_10_10_S7"	"7_401_Sup_10_12_S5"	"8_401_Elu_10_12_S6"
"ENSG00000165905"	"GYLTL1B"	"11"	45943172	45950647	1	"protein_coding"	68	50	27	71	53	61	48	41	78
"ENSG00000165912"	"PACSIN3"	"11"	47199076	47207994	-1	"protein_coding"	73	85	71	103	91	105	71	78	102
"ENSG00000165914"	"TTC7B"	"14"	91006932	91282823	-1	"protein_coding"	669	546	102	717	695	632	547	130	742
"ENSG00000165915"	"SLC39A13"	"11"	47428683	47438047	1	"protein_coding"	88	139	103	142	119	126	124	99	182
"ENSG00000165916"	"PSMC3"	"11"	47440320	47447993	-1	"protein_coding"	758	930	277	936	982	920	729	296	1017
"ENSG00000165929"	"TC2N"	"14"	92246095	92333880	-1	"protein_coding"	264	237	41	276	284	212	215	45	312
"ENSG00000165934"	"CPSF2"	"14"	92588281	92630755	1	"protein_coding"	598	793	94	768	712	553	969	94	827
"ENSG00000165943"	"MOAP1"	"14"	93648541	93651273	-1	"protein_coding"	308	216	51	297	306	231	226	56	310
"ENSG00000165948"	"IFI27L1"	"14"	94547628	94570192	1	"protein_coding"	69	106	44	76	86	104	60	57	84
"ENSG00000165949"	"IFI27"	"14"	94571182	94583033	1	"protein_coding"	39	21	12	33	42	35	19	9	38
"ENSG00000165959"	"CLMN"	"14"	95648277	95786243	-1	"protein_coding"	219	211	66	250	275	248	227	50	241
"ENSG00000165983"	"PTER"	"10"	16478942	16555736	1	"protein_coding"	127	168	16	140	172	110	214	28	224
"ENSG00000165995"	"CACNB2"	"10"	18429606	18830798	1	"protein_coding"	190	180	17	191	195	169	187	27	195
"ENSG00000165996"	"PTPLA"	"10"	17631958	17659376	-1	"protein_coding"	61	51	24	59	54	73	64	12	66
"ENSG00000165997"	"ARL5B"	"10"	18948334	18970568	1	"protein_coding"	653	735	65	711	923	569	828	125	872
"ENSG00000166002"	"SMCO4"	"11"	93211638	93276674	-1	"protein_coding"	124	87	32	122	118	109	55	54	131
"ENSG00000166004"	"KIAA1731"	"11"	93394805	93463522	1	"protein_coding"	886	1245	167	1079	1075	838	1390	204	1227
"ENSG00000166012"	"TAF1D"	"11"	93463114	93517557	-1	"protein_coding"	2232	1609	428	2314	2177	1875	1780	497	2560
"ENSG00000166016"	"ABTB2"	"11"	34172535	34379555	-1	"protein_coding"	205	230	110	275	249	269	226	108	292
"ENSG00000166024"	"R3HCC1L"	"10"	99894387	100004654	1	"protein_coding"	286	377	28	320	364	265	369	42	320
"ENSG00000166025"	"AMOTL1"	"11"	94439597	94609918	1	"protein_coding"	1262	1428	343	1478	1437	1314	1244	387	1416
"ENSG00000166033"	"HTRA1"	"10"	124221041	124274424	1	"protein_coding"	108	99	34	114	124	121	81	32	109
"ENSG00000166037"	"CEP57"	"11"	95523129	95565857	1	"protein_coding"	681	923	71	802	983	682	897	78	945
"ENSG00000166046"	"TCP11L2"	"12"	106695707	106740793	1	"protein_coding"	72	85	18	105	105	71	112	16	99
"ENSG00000166068"	"SPRED1"	"15"	38544527	38649450	1	"protein_coding"	147	117	15	157	154	113	138	19	165
"ENSG00000166073"	"GPR176"	"15"	40091233	40213093	-1	"protein_coding"	23	18	6	26	16	21	25	6	20
"ENSG00000166086"	"JAM3"	"11"	133938820	134021896	1	"protein_coding"	479	329	117	500	476	418	356	103	466
"ENSG00000166105"	"GLB1L3"	"11"	134144139	134189458	1	"protein_coding"	43	42	32	56	40	52	41	34	75
"ENSG00000166106"	"ADAMTS15"	"11"	130318869	130346532	1	"protein_coding"	35	20	25	32	43	34	23	25	30
"ENSG00000166123"	"GPT2"	"16"	46918290	46965209	1	"protein_coding"	228	253	85	226	234	179	270	95	256
"ENSG00000166128"	"RAB8B"	"15"	63481668	63559981	1	"protein_coding"	296	263	15	297	369	256	283	27	282
"ENSG00000166130"	"IKBIP"	"12"	99007183	99038891	-1	"protein_coding"	447	555	66	541	670	433	597	70	723
"ENSG00000166133"	"RPUSD2"	"15"	40861499	40866659	1	"protein_coding"	61	37	54	45	58	58	39	49	65
"ENSG00000166135"	"HIF1AN"	"10"	102288829	102319755	1	"protein_coding"	1038	896	420	1154	1188	1093	949	414	1242
"ENSG00000166136"	"NDUFB8"	"10"	102267203	102289757	-1	"protein_coding"	117	125	59	118	122	129	134	80	141
"ENSG00000166140"	"ZFYVE19"	"15"	41099284	41106767	1	"protein_coding"	144	110	58	145	159	151	133	56	159
"ENSG00000166147"	"FBN1"	"15"	48700503	48938046	-1	"protein_coding"	202	180	71	233	232	182	155	84	236
"ENSG00000166153"	"DEPDC4"	"12"	100597447	100660857	-1	"protein_coding"	49	53	5	52	51	46	58	12	52
"ENSG00000166164"	"BRD7"	"16"	50347398	50402845	-1	"protein_coding"	1089	844	181	1045	1046	912	935	174	1087
"ENSG00000166165"	"CKB"	"14"	103985996	103989448	-1	"protein_coding"	2586	2479	1848	3097	3394	3441	2416	1546	3411
"ENSG00000166166"	"TRMT61A"	"14"	103995521	104003410	1	"protein_coding"	85	128	126	135	156	156	116	104	153
"ENSG00000166167"	"BTRC"	"10"	103113820	103317078	1	"protein_coding"	655	635	92	644	735	594	694	139	714
"ENSG00000166169"	"POLL"	"10"	103338639	103348027	-1	"protein_coding"	178	189	152	227	260	253	219	131	285
"ENSG00000166170"	"BAG5"	"14"	104022881	104029168	-1	"protein_coding"	487	567	40	533	580	455	558	75	530
"ENSG00000166171"	"DPCD"	"10"	103330317	103369425	1	"protein_coding"	269	249	107	239	270	247	206	116	292
"ENSG00000166173"	"LARP6"	"15"	71123863	71146498	-1	"protein_coding"	589	674	84	662	678	592	739	85	704
"ENSG00000166181"	"API5"	"11"	43333513	43366079	1	"protein_coding"	846	1000	101	921	1008	768	1012	183	1019
"ENSG00000166188"	"ZNF319"	"16"	58028572	58034357	-1	"protein_coding"	61	74	39	92	72	85	104	34	74
"ENSG00000166189"	"HPS6"	"10"	103825147	103827792	1	"protein_coding"	87	78	88	96	88	117	50	70	98
"ENSG00000166192"	"SENP8"	"15"	72406599	72433311	1	"protein_coding"	105	100	30	97	116	117	66	19	150
"ENSG00000166197"	"NOLC1"	"10"	103911933	103923627	1	"protein_coding"	3533	2458	493	3382	3558	2737	2457	643	3268
"ENSG00000166199"	"ALKBH3"	"11"	43902361	43941816	1	"protein_coding"	319	361	93	325	403	335	298	70	336
"ENSG00000166200"	"COPS2"	"15"	49398268	49447858	-1	"protein_coding"	897	922	59	1045	1406	760	978	110	1209
"ENSG00000166206"	"GABRB3"	"15"	26788693	27184686	-1	"protein_coding"	93	129	26	106	126	105	128	16	156
"ENSG00000166224"	"SGPL1"	"10"	72575717	72640930	1	"protein_coding"	337	363	86	329	383	314	351	113	415
"ENSG00000166225"	"FRS2"	"12"	69864129	69973562	1	"protein_coding"	539	778	66	624	851	539	836	102	711
"ENSG00000166226"	"CCT2"	"12"	69979114	69995350	1	"protein_coding"	1730	1928	295	1904	2177	1786	1825	319	2208
"ENSG00000166228"	"PCBD1"	"10"	72642037	72648541	-1	"protein_coding"	591	547	236	595	709	630	501	208	679
"ENSG00000166233"	"ARIH1"	"15"	72766667	72879692	1	"protein_coding"	1362	1338	90	1500	1704	1224	1544	140	1627
"ENSG00000166246"	"C16orf71"	"16"	4784273	4799397	1	"protein_coding"	11	10	14	16	8	15	15	6	20
"ENSG00000166250"	"CLMP"	"11"	122943035	123065989	-1	"protein_coding"	17	17	2	13	19	19	23	5	17
"ENSG00000166257"	"SCN3B"	"11"	123499895	123525952	-1	"protein_coding"	19	60	5	49	42	30	47	20	62
"ENSG00000166260"	"COX11"	"17"	53029263	53046146	-1	"protein_coding"	270	284	77	270	323	310	312	80	380
"ENSG00000166261"	"ZNF202"	"11"	123594885	123612383	-1	"protein_coding"	184	281	61	238	250	227	257	77	263
"ENSG00000166262"	"FAM227B"	"15"	49619159	49913128	-1	"protein_coding"	28	16	2	29	34	24	19	2	25
"ENSG00000166263"	"STXBP4"	"17"	53046088	53241646	1	"protein_coding"	141	219	24	183	135	130	203	29	168
"ENSG00000166266"	"CUL5"	"11"	107879459	107978503	1	"protein_coding"	442	494	93	504	590	372	562	82	581
"ENSG00000166272"	"WBP1L"	"10"	104503727	104576021	1	"protein_coding"	566	553	126	654	590	558	566	123	690
"ENSG00000166275"	"C10orf32"	"10"	104613980	104624718	1	"protein_coding"	100	91	28	101	152	108	107	14	158
"ENSG00000166289"	"PLEKHF1"	"19"	30155963	30166364	1	"protein_coding"	48	65	45	66	61	50	75	43	67
"ENSG00000166292"	"TMEM100"	"17"	53796988	53809482	-1	"protein_coding"	19	6	2	23	15	22	15	5	26
"ENSG00000166295"	"ANAPC16"	"10"	73975787	73995618	1	"protein_coding"	400	502	171	500	527	461	479	185	578
"ENSG00000166311"	"SMPD1"	"11"	6411655	6416228	1	"protein_coding"	85	75	53	98	93	85	66	53	67
"ENSG00000166313"	"APBB1"	"11"	6416355	6440644	-1	"protein_coding"	206	250	138	280	301	249	203	142	281
"ENSG00000166321"	"NUDT13"	"10"	74870217	74891586	1	"protein_coding"	60	49	10	76	83	60	53	13	89
"ENSG00000166323"	"C11orf65"	"11"	108179246	108338258	-1	"protein_coding"	87	67	9	71	59	64	60	18	71
"ENSG00000166326"	"TRIM44"	"11"	35684353	35829775	1	"protein_coding"	531	391	87	544	488	469	428	121	529
"ENSG00000166333"	"ILK"	"11"	6624961	6632102	1	"protein_coding"	24	7	3	13	14	16	13	9	15
"ENSG00000166337"	"TAF10"	"11"	6627526	6633898	-1	"protein_coding"	1840	1026	713	1604	1735	1392	1067	429	1385
"ENSG00000166340"	"TPP1"	"11"	6634000	6640692	-1	"protein_coding"	1108	828	232	1249	1405	959	919	269	1359
"ENSG00000166341"	"DCHS1"	"11"	6642556	6677085	-1	"protein_coding"	41	58	40	69	52	50	48	50	61
"ENSG00000166343"	"MSS51"	"10"	75183339	75193319	-1	"protein_coding"	19	19	18	20	15	16	23	9	33
"ENSG00000166347"	"CYB5A"	"18"	71920530	71959251	-1	"protein_coding"	301	296	71	305	303	346	313	78	335
"ENSG00000166348"	"USP54"	"10"	75257296	75385711	-1	"protein_coding"	291	313	107	357	348	336	345	76	380
"ENSG00000166349"	"RAG1"	"11"	36532259	36614706	1	"protein_coding"	11	7	2	15	12	16	14	1	17
"ENSG00000166352"	"C11orf74"	"11"	36616051	36694823	1	"protein_coding"	236	214	55	205	188	200	211	55	249
"ENSG00000166377"	"ATP9B"	"18"	76829285	77138283	1	"protein_coding"	118	133	45	109	117	127	117	49	151
"ENSG00000166387"	"PPFIBP2"	"11"	7534529	7678358	1	"protein_coding"	46	55	19	64	47	58	47	19	54
"ENSG00000166394"	"CYB5R2"	"11"	7686331	7698453	-1	"protein_coding"	15	11	7	14	12	19	8	9	12
"ENSG00000166398"	"KIAA0355"	"19"	34745442	34846491	1	"protein_coding"	481	487	126	617	633	496	505	89	689
"ENSG00000166402"	"TUB"	"11"	8040791	8127659	1	"protein_coding"	400	294	156	420	424	421	327	158	435
"ENSG00000166411"	"IDH3A"	"15"	78423840	78464291	1	"protein_coding"	277	346	62	291	308	290	332	60	365
"ENSG00000166435"	"XRRA1"	"11"	74518784	74660245	-1	"protein_coding"	153	129	47	187	163	171	140	43	180
"ENSG00000166436"	"TRIM66"	"11"	8633584	8693413	-1	"protein_coding"	134	114	77	172	131	125	101	66	144
"ENSG00000166439"	"RNF169"	"11"	74459913	74553458	1	"protein_coding"	623	716	66	703	824	645	690	125	835
"ENSG00000166441"	"RPL27A"	"11"	8703958	8736306	1	"protein_coding"	20430	11417	12417	15487	25299	19488	10779	9876	15644
"ENSG00000166444"	"ST5"	"11"	8714898	8932498	-1	"protein_coding"	197	155	85	252	248	195	134	76	265
"ENSG00000166446"	"CDYL2"	"16"	80631803	80838226	-1	"protein_coding"	6	13	5	8	22	6	19	6	6
"ENSG00000166450"	"PRTG"	"15"	55903744	56035288	-1	"protein_coding"	415	384	83	501	616	423	424	103	528
"ENSG00000166451"	"CENPN"	"16"	81040103	81066719	1	"protein_coding"	483	322	125	405	570	432	400	100	493
"ENSG00000166452"	"AKIP1"	"11"	8932686	8941631	1	"protein_coding"	166	173	58	156	212	205	166	49	155
"ENSG00000166454"	"ATMIN"	"16"	81069452	81080963	1	"protein_coding"	689	600	42	765	895	676	736	60	806
"ENSG00000166455"	"C16orf46"	"16"	81087102	81110872	-1	"protein_coding"	29	38	6	42	28	30	25	3	35
"ENSG00000166471"	"TMEM41B"	"11"	9302201	9336327	-1	"protein_coding"	190	215	45	204	210	194	231	64	266
"ENSG00000166477"	"LEO1"	"15"	52230222	52264003	-1	"protein_coding"	375	272	92	441	335	381	276	128	445
"ENSG00000166478"	"ZNF143"	"11"	9481866	9550071	1	"protein_coding"	189	214	39	234	260	161	228	26	258
"ENSG00000166479"	"TMX3"	"18"	66340925	66382535	-1	"protein_coding"	141	185	25	188	198	146	183	27	188
"ENSG00000166483"	"WEE1"	"11"	9595228	9615004	1	"protein_coding"	765	815	265	799	1043	828	923	307	1011
"ENSG00000166484"	"MAPK7"	"17"	19281034	19286857	1	"protein_coding"	216	188	118	256	258	255	211	113	266
"ENSG00000166501"	"PRKCB"	"16"	23847322	24231932	1	"protein_coding"	8	3	0	12	12	20	11	6	6
"ENSG00000166503"	""	"15"	83784320	83876770	-1	"protein_coding"	863	879	120	901	1048	831	1012	134	1134
"ENSG00000166508"	"MCM7"	"7"	99690351	99699563	-1	"protein_coding"	1940	2016	1236	1939	2345	2108	1826	1212	2184
"ENSG00000166526"	"ZNF3"	"7"	99661656	99680171	-1	"protein_coding"	398	468	55	414	518	428	466	98	440
"ENSG00000166529"	"ZSCAN21"	"7"	99647390	99662661	1	"protein_coding"	77	75	13	81	72	64	95	26	102
"ENSG00000166532"	"RIMKLB"	"12"	8834196	8935691	1	"protein_coding"	533	673	96	608	674	485	620	153	725
"ENSG00000166546"	"BEAN1"	"16"	66461200	66527432	1	"protein_coding"	14	12	5	12	8	9	11	5	9
"ENSG00000166548"	"TK2"	"16"	66541906	66586447	-1	"protein_coding"	46	44	19	50	36	58	50	24	54
"ENSG00000166557"	"TMED3"	"15"	79603404	79704334	1	"protein_coding"	398	385	273	458	496	504	371	258	509
"ENSG00000166562"	"SEC11C"	"18"	56806709	56826068	1	"protein_coding"	600	605	72	593	798	536	591	61	606
"ENSG00000166575"	"TMEM135"	"11"	86748886	87034800	1	"protein_coding"	166	167	27	178	226	140	190	35	223
"ENSG00000166578"	"IQCD"	"12"	113633246	113658899	-1	"protein_coding"	21	25	12	16	26	29	22	12	14
"ENSG00000166579"	"NDEL1"	"17"	8316449	8393729	1	"protein_coding"	395	365	112	414	514	385	364	126	408
"ENSG00000166582"	"CENPV"	"17"	16245848	16256970	-1	"protein_coding"	508	368	228	504	570	557	366	194	642
"ENSG00000166595"	"FAM96B"	"16"	66965959	66968326	-1	"protein_coding"	338	545	440	377	490	473	462	380	433
"ENSG00000166598"	"HSP90B1"	"12"	104323885	104347423	1	"protein_coding"	5208	4938	1326	5042	3838	4740	5149	1439	5783
"ENSG00000166619"	"BLCAP"	"20"	36120874	36156333	-1	"protein_coding"	149	147	170	177	212	194	163	150	208
"ENSG00000166667"	"SPDYE6"	"7"	101986192	101996889	-1	"pseudogene"	8	7	4	16	13	11	13	3	15
"ENSG00000166669"	"ATF7IP2"	"16"	10420291	10577495	1	"protein_coding"	115	107	33	125	171	96	131	29	113
"ENSG00000166681"	"NGFRAP1"	"X"	102631268	102633005	1	"protein_coding"	2438	2412	641	2384	2938	2567	2277	581	2656
"ENSG00000166685"	"COG1"	"17"	71189129	71204646	1	"protein_coding"	275	335	77	336	396	302	314	105	387
"ENSG00000166689"	"PLEKHA7"	"11"	16799842	17035990	-1	"protein_coding"	109	112	28	96	105	78	126	31	127
"ENSG00000166704"	"ZNF606"	"19"	58488421	58514717	-1	"protein_coding"	54	107	5	88	72	75	120	19	75
"ENSG00000166707"	"ZCCHC18"	"X"	103356822	103360533	1	"protein_coding"	15	18	7	7	20	18	13	3	21
"ENSG00000166710"	"B2M"	"15"	45003675	45011075	1	"protein_coding"	1783	1579	678	1513	2292	1620	1678	582	1604
"ENSG00000166716"	"ZNF592"	"15"	85291866	85349659	1	"protein_coding"	680	730	182	874	851	786	786	251	889
"ENSG00000166734"	"CASC4"	"15"	44580927	44707956	1	"protein_coding"	357	350	68	376	346	341	371	78	483
"ENSG00000166747"	"AP1G1"	"16"	71762913	71843104	-1	"protein_coding"	821	879	105	877	937	719	980	114	926
"ENSG00000166750"	"SLFN5"	"17"	33570055	33600674	1	"protein_coding"	26	47	8	43	54	28	61	8	56
"ENSG00000166762"	"CATSPER2"	"15"	43920701	43960316	-1	"protein_coding"	37	44	6	46	34	41	46	9	70
"ENSG00000166780"	"C16orf45"	"16"	15528152	15718885	1	"protein_coding"	18	31	5	30	25	22	39	7	28
"ENSG00000166783"	"KIAA0430"	"16"	15688243	15737023	-1	"protein_coding"	533	575	130	580	626	543	556	162	679
"ENSG00000166788"	"SAAL1"	"11"	18091482	18127638	-1	"protein_coding"	363	434	79	426	467	400	411	109	460
"ENSG00000166794"	"PPIB"	"15"	64448011	64455404	-1	"protein_coding"	512	479	202	559	628	646	446	206	576
"ENSG00000166796"	"LDHC"	"11"	18433854	18473605	1	"protein_coding"	20	19	5	27	14	23	29	9	19
"ENSG00000166797"	"FAM96A"	"15"	64364758	64386217	-1	"protein_coding"	298	283	67	407	409	397	290	70	445
"ENSG00000166803"	"KIAA0101"	"15"	64657193	64679886	-1	"protein_coding"	195	116	90	180	231	189	115	85	167
"ENSG00000166813"	"KIF7"	"15"	90152020	90198682	-1	"protein_coding"	281	332	183	360	312	358	282	161	432
"ENSG00000166821"	"PEX11A"	"15"	90220995	90234014	-1	"protein_coding"	145	115	15	134	148	113	143	30	163
"ENSG00000166822"	"TMEM170A"	"16"	75476952	75499395	-1	"protein_coding"	258	249	48	251	276	244	336	60	313
"ENSG00000166823"	"MESP1"	"15"	90291892	90294541	-1	"protein_coding"	20	16	21	20	14	25	13	23	30
"ENSG00000166825"	"ANPEP"	"15"	90328120	90358633	-1	"protein_coding"	12	23	3	11	17	12	14	10	16
"ENSG00000166831"	"RBPMS2"	"15"	65032091	65067786	-1	"protein_coding"	153	168	42	194	150	153	198	53	163
"ENSG00000166833"	"NAV2"	"11"	19372271	20143144	1	"protein_coding"	141	144	36	153	103	121	128	47	151
"ENSG00000166839"	"ANKDD1A"	"15"	65204101	65251042	1	"protein_coding"	34	39	12	36	22	36	34	9	34
"ENSG00000166845"	"C18orf54"	"18"	51884287	51911588	1	"protein_coding"	78	160	7	122	128	96	183	13	153
"ENSG00000166847"	"DCTN5"	"16"	23652713	23681195	1	"protein_coding"	510	551	142	585	642	524	510	134	688
"ENSG00000166848"	"TERF2IP"	"16"	75681684	75795770	1	"protein_coding"	2723	1466	125	2423	2366	1911	1655	160	2392
"ENSG00000166851"	"PLK1"	"16"	23688977	23701688	1	"protein_coding"	2162	1779	664	2618	2989	2297	1694	702	2662
"ENSG00000166855"	"CLPX"	"15"	65440557	65477680	-1	"protein_coding"	324	393	58	378	485	309	390	64	432
"ENSG00000166860"	"ZBTB39"	"12"	57392618	57400230	-1	"protein_coding"	445	379	118	477	491	376	384	138	483
"ENSG00000166881"	"TMEM194A"	"12"	57449426	57481846	-1	"protein_coding"	1033	1043	145	1059	1334	939	1212	195	1224
"ENSG00000166886"	"NAB2"	"12"	57482677	57489259	1	"protein_coding"	47	80	46	65	63	58	62	37	65
"ENSG00000166887"	"VPS39"	"15"	42450899	42500514	-1	"protein_coding"	440	425	157	502	499	401	396	169	461
"ENSG00000166888"	"STAT6"	"12"	57489191	57525922	-1	"protein_coding"	175	175	99	213	207	175	132	79	191
"ENSG00000166889"	"PATL1"	"11"	59404189	59436453	-1	"protein_coding"	883	1157	148	1038	1156	828	1167	195	1046
"ENSG00000166896"	"XRCC6BP1"	"12"	58335324	58351052	1	"protein_coding"	113	150	4	136	128	132	144	7	145
"ENSG00000166897"	"ELFN2"	"22"	37764000	37823505	-1	"protein_coding"	7	18	5	17	14	19	26	7	22
"ENSG00000166900"	"STX3"	"11"	59480929	59573354	1	"protein_coding"	690	571	140	778	874	688	566	166	826
"ENSG00000166902"	"MRPL16"	"11"	59573608	59578345	-1	"protein_coding"	537	448	115	462	517	510	408	113	568
"ENSG00000166908"	"PIP4K2C"	"12"	57984957	57997198	1	"protein_coding"	378	390	101	375	413	329	405	119	407
"ENSG00000166912"	"MTMR10"	"15"	31231144	31283810	-1	"protein_coding"	151	225	20	189	245	179	234	37	229
"ENSG00000166913"	"YWHAB"	"20"	43514317	43537173	1	"protein_coding"	1635	1971	253	1596	1987	1426	2212	323	1716
"ENSG00000166922"	"SCG5"	"15"	32933877	32989299	1	"protein_coding"	9	12	3	6	10	13	14	2	25
"ENSG00000166925"	"TSC22D4"	"7"	100060982	100076902	-1	"protein_coding"	193	227	146	340	279	246	261	109	306
"ENSG00000166938"	"DIS3L"	"15"	66585555	66626236	1	"protein_coding"	391	331	64	359	388	328	364	70	415
"ENSG00000166946"	"CCNDBP1"	"15"	43477316	43487396	1	"protein_coding"	124	189	50	178	214	174	183	32	200
"ENSG00000166949"	"SMAD3"	"15"	67356101	67487533	1	"protein_coding"	641	608	261	756	754	686	649	240	775
"ENSG00000166960"	"CCDC178"	"18"	30517366	31021065	-1	"protein_coding"	54	96	4	69	34	48	133	17	88
"ENSG00000166963"	"MAP1A"	"15"	43803156	43823818	1	"protein_coding"	180	252	83	213	169	197	215	119	242
"ENSG00000166965"	"RCCD1"	"15"	91498100	91506349	1	"protein_coding"	374	303	180	476	426	433	293	174	599
"ENSG00000166971"	"AKTIP"	"16"	53524952	53538323	-1	"protein_coding"	75	106	14	96	102	68	105	20	99
"ENSG00000166974"	"MAPRE2"	"18"	32556892	32723434	1	"protein_coding"	1721	1361	198	1736	1825	1303	1426	159	1677
"ENSG00000166979"	"EVA1C"	"21"	33784314	33887707	1	"protein_coding"	9	5	0	17	7	15	8	7	15
"ENSG00000166986"	"MARS"	"12"	57869228	57911352	1	"protein_coding"	730	1005	371	774	875	812	1022	366	860
"ENSG00000166987"	"MBD6"	"12"	57914493	57923931	1	"protein_coding"	496	474	263	639	467	557	453	246	590
"ENSG00000166997"	"CNPY4"	"7"	99717236	99723134	1	"protein_coding"	62	51	51	42	36	67	51	40	59
"ENSG00000167004"	"PDIA3"	"15"	44038590	44065477	1	"protein_coding"	1871	1507	198	1745	1951	1559	1626	224	1899
"ENSG00000167005"	"NUDT21"	"16"	56463045	56486111	-1	"protein_coding"	1706	1604	369	1830	2239	1514	1738	358	1970
"ENSG00000167034"	"NKX3-1"	"8"	23536206	23540440	-1	"protein_coding"	16	8	2	9	14	6	13	2	14
"ENSG00000167037"	"SGSM1"	"22"	25202236	25323545	1	"protein_coding"	36	29	13	41	26	30	22	16	18
"ENSG00000167065"	"DUSP18"	"22"	31048038	31063877	-1	"protein_coding"	52	42	16	28	48	56	44	15	71
"ENSG00000167074"	"TEF"	"22"	41763337	41795330	1	"protein_coding"	90	99	65	99	107	108	131	39	124
"ENSG00000167081"	"PBX3"	"9"	128509624	128729656	1	"protein_coding"	272	336	73	363	411	283	359	57	402
"ENSG00000167085"	"PHB"	"17"	47481414	47492246	-1	"protein_coding"	716	498	398	798	796	811	554	394	854
"ENSG00000167088"	"SNRPD1"	"18"	19192228	19210417	1	"protein_coding"	2498	2053	1300	2110	2883	2401	2007	1110	2311
"ENSG00000167100"	"SAMD14"	"17"	48187404	48207246	-1	"protein_coding"	25	11	9	26	21	20	14	18	16
"ENSG00000167103"	"PIP5KL1"	"9"	130683158	130693076	-1	"protein_coding"	37	69	38	94	64	76	46	50	96
"ENSG00000167106"	"FAM102A"	"9"	130702858	130742792	-1	"protein_coding"	88	78	47	95	102	120	87	65	128
"ENSG00000167107"	"ACSF2"	"17"	48503519	48552206	1	"protein_coding"	196	181	112	205	197	228	191	122	231
"ENSG00000167110"	"GOLGA2"	"9"	131018108	131038274	-1	"protein_coding"	334	326	129	431	376	368	305	141	461
"ENSG00000167112"	"TRUB2"	"9"	131071382	131085021	-1	"protein_coding"	747	459	149	737	749	676	498	120	669
"ENSG00000167113"	"COQ4"	"9"	131084815	131096351	1	"protein_coding"	197	212	149	292	262	284	222	124	297
"ENSG00000167114"	"SLC27A4"	"9"	131102925	131123749	1	"protein_coding"	99	147	131	137	115	144	113	81	176
"ENSG00000167118"	"URM1"	"9"	131133598	131153015	1	"protein_coding"	332	192	261	317	322	297	196	171	303
"ENSG00000167123"	"CERCAM"	"9"	131174030	131199626	1	"protein_coding"	222	276	204	284	270	285	229	184	319
"ENSG00000167130"	"DOLPP1"	"9"	131843379	131852717	1	"protein_coding"	378	395	143	424	419	406	436	120	430
"ENSG00000167173"	"C15orf39"	"15"	75487984	75504510	1	"protein_coding"	517	547	323	593	585	524	474	273	623
"ENSG00000167182"	"SP2"	"17"	45973516	46006323	1	"protein_coding"	619	522	97	727	585	535	580	119	781
"ENSG00000167183"	"PRR15L"	"17"	46029333	46035244	-1	"protein_coding"	7	18	3	12	11	12	9	6	20
"ENSG00000167186"	"COQ7"	"16"	19078921	19091417	1	"protein_coding"	221	220	40	254	252	231	224	48	290
"ENSG00000167191"	"GPRC5B"	"16"	19868616	19897489	-1	"protein_coding"	56	40	7	58	53	56	48	15	50
"ENSG00000167193"	"CRK"	"17"	1323983	1366456	-1	"protein_coding"	453	468	112	519	637	471	413	124	642
"ENSG00000167196"	"FBXO22"	"15"	76196200	76227609	1	"protein_coding"	1039	1472	349	1154	1247	1101	1309	373	1370
"ENSG00000167202"	"TBC1D2B"	"15"	78276378	78370066	-1	"protein_coding"	260	246	128	315	299	311	234	107	328
"ENSG00000167216"	"KATNAL2"	"18"	44497455	44627658	1	"protein_coding"	50	49	10	41	26	43	42	17	48
"ENSG00000167220"	"HDHD2"	"18"	44633774	44676891	-1	"protein_coding"	203	137	48	203	194	146	175	42	198
"ENSG00000167232"	"ZNF91"	"19"	23487793	23578362	-1	"protein_coding"	160	219	34	207	297	147	242	28	221
"ENSG00000167244"	"IGF2"	"11"	2150342	2170833	-1	"protein_coding"	142	190	22	220	256	74	237	24	174
"ENSG00000167257"	"RNF214"	"11"	117103341	117157161	1	"protein_coding"	1007	818	192	971	879	946	833	207	1043
"ENSG00000167258"	"CDK12"	"17"	37617764	37721160	1	"protein_coding"	811	900	191	889	794	802	889	241	1010
"ENSG00000167264"	"DUS2"	"16"	68021649	68113223	1	"protein_coding"	86	67	53	81	89	90	75	35	92
"ENSG00000167272"	"POP5"	"12"	121016567	121019201	-1	"protein_coding"	147	151	80	161	160	151	105	71	176
"ENSG00000167280"	"ENGASE"	"17"	77071021	77084681	1	"protein_coding"	134	161	119	163	172	182	140	101	207
"ENSG00000167281"	"RBFOX3"	"17"	77085427	77613550	-1	"protein_coding"	48	22	10	59	55	33	18	17	51
"ENSG00000167283"	"ATP5L"	"11"	118271869	118302211	1	"protein_coding"	1500	1113	856	1228	1584	1276	1078	646	1201
"ENSG00000167291"	"TBC1D16"	"17"	77906142	78009647	-1	"protein_coding"	342	306	163	364	308	369	269	183	382
"ENSG00000167302"	"ENTHD2"	"17"	79202077	79212891	-1	"protein_coding"	55	57	62	74	71	65	67	66	82
"ENSG00000167306"	"MYO5B"	"18"	47349183	47721463	-1	"protein_coding"	43	65	13	63	62	65	65	16	60
